"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"BIQ_PERSON_ID"|"CVR"|"POST_SIDEN"|"post"|"IND_NR"
5000922|"Leif Teksum"|"Bank DNB Nord"|"Bestyrelsespost formand"|""|1238128|28691947|"30-04-2007"|"Formand"|106111
5000922|"Otto Ertzeid"|"Bank DNB Nord"|"Bestyrelsespost"|""|1445359|28691947|"30-04-2007"|"Bestyrelsesmedlem"|106111
5000922|"Trygve Young"|"Bank DNB Nord"|"Bestyrelsespost"|""|1535103|28691947|"21-11-2007"|"Bestyrelsesmedlem"|106111
5000922|"Leif Rene Hansen"|"Bank DNB Nord"|"Bestyrelsespost"|""|1731001|28691947|"20-04-2009"|"Bestyrelsesmedlem"|106111
5000922|"Arild Åge Hovland"|"Bank DNB Nord"|"Direktionspost"|""|1790577|28691947|"01-07-2011"|"Direktionspost"|106111
5000922|"Anette Lonsdale"|"Bank DNB Nord"|"Direktionspost adm. dir"|""|1943285|28691947|"08-12-2011"|"Adm. Direktør"|106111
5000922|"Terje Turnes"|"Bank DNB Nord"|"Direktionspost"|""|1961451|28691947|"08-12-2011"|"Direktionspost"|106111
5000354|"Frank Alex Kristensen"|"BEC (Bankernes EDB Central)"|"Bestyrelsespost"|""|356596|13088810|"19-04-2009"|"Bestyrelsesmedlem"|106111
5000354|"Frank Vang-Jensen"|"BEC (Bankernes EDB Central)"|"Bestyrelsespost Næstformand"|""|358270|13088810|""|"Næstformand"|106111
5000354|"Jørgen Christian Brændstrup"|"BEC (Bankernes EDB Central)"|"Bestyrelsespost"|""|931502|13088810|"19-04-2009"|"Bestyrelsesmedlem"|106111
5000354|"Gert Rinaldo Jonassen"|"BEC (Bankernes EDB Central)"|"Bestyrelsespost Formand"|""|1073630|13088810|"02-10-2008"|"Formand"|106111
5000354|"Leo Svendsen"|"BEC (Bankernes EDB Central)"|"Direktionspost Adm. direktør"|""|1186723|13088810|""|"Adm. Direktør"|106111
5000354|"Kurt Nørrisgaard"|"BEC (Bankernes EDB Central)"|"Direktionspost"|""|1186724|13088810|""|"Direktionspost"|106111
5000354|"Martin Birkmose Kviesgaard"|"BEC (Bankernes EDB Central)"|"Bestyrelsespost"|""|1269648|13088810|"19-04-2009"|"Bestyrelsesmedlem"|106111
5000511|"Niels Hansen"|"BASF"|"Bestyrelsespost"|""|569688|17412612|"04-05-2007"|"Bestyrelsesmedlem"|106111
5000511|"Torben Berlin Jensen"|"BASF"|"Direktionspost Administrerende direktør"|""|677575|17412612|"01-09-2000"|"Adm. Direktør"|106111
5000511|"Jørgen Erik Holm"|"BASF"|"Bestyrelsespost"|""|896740|17412612|"01-07-2002"|"Bestyrelsesmedlem"|106111
5000511|"Arne Jan-Erik Waselius"|"BASF"|"Bestyrelsespost"|""|1168261|17412612|"05-04-2005"|"Bestyrelsesmedlem"|106111
5000511|"Jaxques Silvain Delmoitiez"|"BASF"|"Bestyrelsespost formand"|""|1953308|17412612|"01-10-2010"|"Formand"|106111
5000256|"Bernd Georg Burkhard Baus"|"Bauhaus"|"Bestyrelsespost Formand"|""|278026|19555305|"19-12-1996"|"Formand"|106111
5000256|"Henrik Nebelong"|"Bauhaus"|"Bestyrelsespost"|""|403744|19555305|"19-12-1996"|"Bestyrelsesmedlem"|106111
5000256|"Mads Bilenberg Jørgensen"|"Bauhaus"|"Direktionspost Adm Dir"|""|539094|19555305|"31-05-2002"|"Adm. Direktør"|106111
5000256|"Manfred Georg Kummetz"|"Bauhaus"|"Bestyrelsespost"|""|541114|19555305|"19-12-1996"|"Bestyrelsesmedlem"|106111
5001019|"Claus Tycho Bræstrup"|"Bavarian Nordic"|"Bestyrelsespost"|""|232513|16271187|"29-04-2008"|"Bestyrelsesmedlem"|106111
5001019|"Anders Gersel Pedersen"|"Bavarian Nordic"|"Bestyrelsespost"|""|247210|16271187|"27-04-2010"|"Bestyrelsesmedlem"|106111
5001019|"Anders Hedegaard"|"Bavarian Nordic"|"Direktionspost adm. dir"|""|247385|16271187|"01-08-2007"|"Adm. Direktør"|106111
5001019|"Asger Joseph Aamund"|"Bavarian Nordic"|"Bestyrelsespost Formand"|""|265470|16271187|"21-09-1994"|"Formand"|106111
5001019|"Erik Gregers Hansen"|"Bavarian Nordic"|"Bestyrelsespost"|""|335449|16271187|"27-04-2010"|"Bestyrelsesmedlem"|106111
5001019|"Peter Kürstein-Jensen"|"Bavarian Nordic"|"Bestyrelsespost"|""|608314|16271187|"16-04-2012"|"Bestyrelsesmedlem"|106111
5001019|"Gerardus Wilhelmus Maria van Odijk"|"Bavarian Nordic"|"Bestyrelsespost"|""|1590257|16271187|"29-04-2008"|"Bestyrelsesmedlem"|106111
5000451|"Susanne Öngör"|"Bayer"|"Bestyrelsespost"|""|1192006|16089818|"01-12-2011"|"Bestyrelsesmedlem"|106111
5000451|"Nina Margrethe Morgner Grønhøj"|"Bayer"|"Bestyrelsespost Medarbejdervalgt"|""|1884289|16089818|"21-04-2010"|"Medarbejderrepræsentant"|106111
5000451|"Vibeke Nordrehaug"|"Bayer"|"Bestyrelsespost Medarbejdervalgt"|""|1884290|16089818|"21-04-2010"|"Medarbejderrepræsentant"|106111
5000451|"Oliver Rene Rittgen"|"Bayer"|"Bestyrelsespost formand"|""|7370282|16089818|"01-12-2011"|"Formand"|106111
5000451|"Johanna Kristiina Kouru"|"Bayer"|"Bestyrelsespost"|""|17052854|16089818|"01-12-2011"|"Bestyrelsesmedlem"|106111
5000451|"Peter Reiner Müller"|"Bayer"|"Direktionspost adm. dir"|""|17052855|16089818|"01-12-2011"|"Adm. Direktør"|106111
5000560|"Knud Andersen"|"BB Electronics"|"Direktionspost adm. dir"|""|318761|21662534|"01-07-2005"|"Adm. Direktør"|106111
5000560|"Finn Lund Andersen"|"BB Electronics"|"Bestyrelsespost"|""|349736|21662534|"30-11-2001"|"Bestyrelsesmedlem"|106111
5000560|"Folmer Rud Hansen"|"BB Electronics"|"Bestyrelsespost"|""|356065|21662534|"29-01-2004"|"Bestyrelsesmedlem"|106111
5000560|"Jens Aage Nedergaard Pedersen"|"BB Electronics"|"Bestyrelsespost"|""|432565|21662534|"28-02-2001"|"Bestyrelsesmedlem"|106111
5000560|"Ole Steen Andersen"|"BB Electronics"|"Bestyrelsespost formand"|""|586228|21662534|"27-03-2007"|"Formand"|106111
5000560|"Per Blinkenberg-Thrane"|"BB Electronics"|"Bestyrelsespost"|""|603568|21662534|"21-12-1998"|"Bestyrelsesmedlem"|106111
5000560|"Søren Lindberg Cristofoli"|"BB Electronics"|"Bestyrelsespost Næstformand"|""|660104|21662534|"03-02-2004"|"Næstformand"|106111
5000560|"Svend Olsen Lindbjerg"|"BB Electronics"|"Bestyrelsespost"|""|7364665|21662534|"05-04-2011"|"Bestyrelsesmedlem"|106111
5000560|"Malene Braskhøj Møller"|"BB Electronics"|"Bestyrelsespost"|""|7364666|21662534|"05-04-2011"|"Bestyrelsesmedlem"|106111
5000560|"Kurt Schmidt"|"BB Electronics"|"Bestyrelsespost"|""|7364667|21662534|"05-04-2011"|"Bestyrelsesmedlem"|106111
5000396|"Per Markussen"|"BCD Travel"|"Bestyrelsespost"|""|601461|73624118|"29-06-2011"|"Bestyrelsesmedlem"|106111
5000396|"Llona de March"|"BCD Travel"|"Direktionspost adm. dir"|""|1342060|73624118|"21-12-2010"|"Adm. Direktør"|106111
5000396|"Thomas Reinhold König"|"BCD Travel"|"Bestyrelsespost formand"|""|1970303|73624118|"24-02-2011"|"Formand"|106111
5000494|"Henrik Brünings"|"BDO"|"Bestyrelsespost"|""|400588|13394075|"01-11-2007"|"Bestyrelsesmedlem"|106111
5000494|"Henrik Sondrup Poulsen"|"BDO"|"Bestyrelsespost"|""|404872|13394075|"26-09-2008"|"Bestyrelsesmedlem"|106111
5000494|"Jann Søndergaard Mikkelsen"|"BDO"|"Bestyrelsespost"|""|430623|13394075|"05-11-2002"|"Bestyrelsesmedlem"|106111
5000494|"Jørgen Kjer"|"BDO"|"Bestyrelsespost"|""|1002040|13394075|"26-09-2008"|"Bestyrelsesmedlem"|106111
5000494|"Stig Holst Hartwig"|"BDO"|"Direktionspost adm. dir"|""|1024837|13394075|"02-01-2012"|"Adm. Direktør"|106111
5000494|"Gregers Paulsen"|"BDO"|"Bestyrelsespost"|""|1547464|13394075|"26-09-2008"|"Bestyrelsesmedlem"|106111
5000494|"Steen Haagensen"|"BDO"|"Bestyrelsespost"|""|1693667|13394075|"11-12-2008"|"Bestyrelsesmedlem"|106111
5000555|"Atle Vidar Johansen"|"Beauvais"|"Bestyrelsespost formand"|""|266225|56548319|"01-11-2005"|"Formand"|106111
5000555|"Jan Petersen"|"Beauvais"|"Bestyrelsespost"|""|428023|56548319|"12-03-1999"|"Bestyrelsesmedlem"|106111
5000555|"Tom Kornelius Jensen"|"Beauvais"|"Bestyrelsespost"|""|674694|56548319|"16-10-1987"|"Bestyrelsesmedlem"|106111
5000555|"Tim Bech Andersen"|"Beauvais"|"Bestyrelsespost Medarbejdervalgt"|""|1460392|56548319|"01-04-2007"|"Medarbejderrepræsentant"|106111
5000555|"Pär Mikael Aru"|"Beauvais"|"Bestyrelsespost"|""|1460393|56548319|"01-05-2007"|"Bestyrelsesmedlem"|106111
5000555|"Claes Johan Wilhelmsson"|"Beauvais"|"Bestyrelsespost"|""|1915841|56548319|"31-08-2010"|"Bestyrelsesmedlem"|106111
5000555|"Arve Heltne"|"Beauvais"|"Bestyrelsespost"|""|1934905|56548319|"04-10-2010"|"Bestyrelsesmedlem"|106111
5000555|"Kim Munk"|"Beauvais"|"Bestyrelsespost"|""|17062118|56548319|"02-01-2012"|"Bestyrelsesmedlem"|106111
5000555|"Hans Michael Knudsen"|"Beauvais"|"Direktionspost adm. dir"|""|17077770|56548319|"02-01-2012"|"Adm. Direktør"|106111
5000884|"Allan Christian Holtzer"|"Bella Center"|"Direktionspost Økonomidirektør"|""|244303|26067715|"01-01-2011"|"Direktionspost"|106111
5000884|"Arne Bang Mikkelsen"|"Bella Center"|"Direktionspost Administrerende direktør"|""|261420|26067715|"04-09-1987"|"Adm. Direktør"|106111
5000884|"Benny Kurt Jensen"|"Bella Center"|"Bestyrelsespost"|""|269246|26067715|"11-05-2005"|"Bestyrelsesmedlem"|106111
5000884|"Michael Kaa Andersen"|"Bella Center"|"Bestyrelsespost"|""|325450|26067715|"11-05-2005"|"Bestyrelsesmedlem"|106111
5000884|"Jimmi Smidt"|"Bella Center"|"Bestyrelsespost"|""|449407|26067715|"01-11-2000"|"Bestyrelsesmedlem"|106111
5000884|"Otto Müller"|"Bella Center"|"Bestyrelsespost"|""|589413|26067715|"28-11-1985"|"Bestyrelsesmedlem"|106111
5000884|"Peter Morten Andreassen"|"Bella Center"|"Bestyrelsespost"|""|611099|26067715|"17-05-2011"|"Bestyrelsesmedlem"|106111
5000884|"Søren Dan Johansen"|"Bella Center"|"Bestyrelsespost formand"|""|660504|26067715|"13-05-2009"|"Formand"|106111
5000884|"Jan Klaus Lorentsen"|"Bella Center"|"Bestyrelsespost"|""|718072|26067715|"28-05-2002"|"Bestyrelsesmedlem"|106111
5000884|"Lars Rabe Tønnesen"|"Bella Center"|"Bestyrelsespost"|""|895691|26067715|"17-05-2011"|"Bestyrelsesmedlem"|106111
5000884|"Juan Christian Ploug"|"Bella Center"|"Bestyrelsespost"|""|7369113|26067715|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000884|"Bo Faarborg Christensen"|"Bella Center"|"Bestyrelsespost"|""|7369114|26067715|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000902|"Bent Fogh Povlsen"|"Bent Fogh Povlsen"|"Direktionspost"|""|271431|24239098|"22-09-1999"|"Direktionspost"|106111
5000369|"Martin Sattrup Christensen"|"Berendsen Textil Serv."|"Bestyrelsespost"|""|547403|27339506|"01-02-2008"|"Bestyrelsesmedlem"|106111
5000369|"Peter Sanberg"|"Berendsen Textil Serv."|"Bestyrelsespost"|""|612481|27339506|"24-11-2004"|"Bestyrelsesmedlem"|106111
5000369|"Poul Overgaard Poulsen"|"Berendsen Textil Serv."|"Bestyrelsespost"|""|622297|27339506|"24-11-2004"|"Bestyrelsesmedlem"|106111
5000369|"Ulla Kirsten Bogø"|"Berendsen Textil Serv."|"Bestyrelsespost Næstformand"|""|686455|27339506|"10-09-2003"|"Næstformand"|106111
5000369|"Martin Amtoft-Christensen"|"Berendsen Textil Serv."|"Bestyrelsespost"|""|921178|27339506|"05-10-2011"|"Bestyrelsesmedlem"|106111
5000369|"Christian Ellegaard"|"Berendsen Textil Serv."|"Bestyrelsespost formand"|""|1114453|27339506|"01-02-2008"|"Formand"|106111
5000369|"Karen Rode"|"Berendsen Textil Serv."|"Bestyrelsespost Medarbejdervalgt"|""|1120872|27339506|"24-11-2004"|"Medarbejderrepræsentant"|106111
5000276|"Lisbeth Knudsen"|"Berlingske Media"|"Direktionspost adm. dir"|""|239997|29207313|"20-11-2007"|"Adm. Direktør"|106111
5000276|"Peter Ramsø Jakobsen"|"Berlingske Media"|"Bestyrelsespost"|""|612033|29207313|"23-06-1995"|"Bestyrelsesmedlem"|106111
5000276|"Steffen Lilmoës"|"Berlingske Media"|"Bestyrelsespost"|""|719204|29207313|"19-12-2007"|"Bestyrelsesmedlem"|106111
5000276|"Bjarne Werner Munck"|"Berlingske Media"|"Bestyrelsespost"|""|974365|29207313|"20-04-2012"|"Bestyrelsesmedlem"|106111
5000276|"Peter Nordgaard Hansen"|"Berlingske Media"|"Direktionspost Økonomidirektør"|""|1349898|29207313|"18-09-2007"|"Direktionspost"|106111
5000276|"Keith Allen"|"Berlingske Media"|"Bestyrelsespost formand"|""|1518646|29207313|"13-01-2011"|"Formand"|106111
5000276|"Jens Anton Havskov Hansen"|"Berlingske Media"|"Bestyrelsespost"|""|1780355|29207313|"20-08-2009"|"Bestyrelsesmedlem"|106111
5000276|"Henry Davies"|"Berlingske Media"|"Bestyrelsespost næstformand"|""|1972464|29207313|"13-01-2011"|"Næstformand"|106111
5000276|"Jaime Tham"|"Berlingske Media"|"Bestyrelsespost"|""|1988661|29207313|"14-03-2011"|"Bestyrelsesmedlem"|106111
5000276|"Mikkel Ludvigsen"|"Berlingske Media"|"Bestyrelsespost"|""|17136812|29207313|"12-01-2012"|"Bestyrelsesmedlem"|106111
5000059|"Anders Holck Povlsen"|"Bestseller"|"Direktionspost adm. dir"|""|247490|88216512|"06-10-2009"|"Adm. Direktør"|106111
5000059|"Finn Poulsen"|"Bestseller"|"Bestyrelsespost"|""|350460|88216512|"01-06-2001"|"Bestyrelsesmedlem"|106111
5000059|"Lars Radoor Sørensen"|"Bestseller"|"Direktionspost"|""|520053|88216512|"08-06-2011"|"Direktionspost"|106111
5000059|"Merete Bech Povlsen"|"Bestseller"|"Bestyrelsespost formand"|""|549195|88216512|"06-10-2009"|"Formand"|106111
5000059|"Troels Holch Povlsen"|"Bestseller"|"Bestyrelsespost"|""|683920|88216512|"06-10-2009"|"Bestyrelsesmedlem"|106111
5000059|"Lisbeth Holm Højgaard"|"Bestseller"|"Direktionspost"|""|964576|88216512|"01-04-2003"|"Direktionspost"|106111
5000059|"Lise Kaae"|"Bestseller"|"Direktionspost Økonomidirektør"|""|1700641|88216512|"20-01-2009"|"Direktionspost"|106111
5000466|"Bo Foged"|"BI Holding"|"Direktionspost adm. dir"|""|290065|20895373|"07-09-2011"|"Adm. Direktør"|106111
5000466|"Janus Eydun Petersen"|"BI Holding"|"Bestyrelsespost"|""|431179|20895373|"28-09-2011"|"Bestyrelsesmedlem"|106111
5000466|"John Bull Fisker"|"BI Holding"|"Bestyrelsespost næstformand"|""|453533|20895373|"24-04-2009"|"Næstformand"|106111
5000466|"Karen Frøsig"|"BI Holding"|"Bestyrelsespost"|""|480825|20895373|"28-09-2011"|"Bestyrelsesmedlem"|106111
5000466|"Lars Høgh Møller"|"BI Holding"|"Bestyrelsespost formand"|""|517235|20895373|"09-10-2008"|"Formand"|106111
5000466|"Niels Erik Jakobsen"|"BI Holding"|"Bestyrelsespost"|""|568643|20895373|"11-02-2011"|"Bestyrelsesmedlem"|106111
5000466|"Lars Petersson"|"BI Holding"|"Bestyrelsespost"|""|1152244|20895373|"24-04-2009"|"Bestyrelsesmedlem"|106111
5000466|"Jan Walther Andersen"|"BI Holding"|"Bestyrelsespost"|""|1400248|20895373|"29-04-2011"|"Bestyrelsesmedlem"|106111
5001020|"Arne Grünfeld Pedersen"|"Biblioteksmedier"|"Bestyrelsespost formand"|""|262216|17260839|"19-03-2012"|"Formand"|106111
5001020|"Hans Ole Lomholt Poulsen"|"Biblioteksmedier"|"Direktionspost adm. dir"|""|384380|17260839|"19-03-2012"|"Adm. Direktør"|106111
5001020|"Jesper Boysen"|"Biblioteksmedier"|"Bestyrelsespost"|""|444912|17260839|"24-06-2008"|"Bestyrelsesmedlem"|106111
5001020|"Peter Thorsen"|"Biblioteksmedier"|"Bestyrelsespost"|""|613405|17260839|"06-05-2008"|"Bestyrelsesmedlem"|106111
5001020|"Poul Friis"|"Biblioteksmedier"|"Bestyrelsespost"|""|619646|17260839|"27-05-2005"|"Bestyrelsesmedlem"|106111
5001020|"Søren Ratzer"|"Biblioteksmedier"|"Bestyrelsespost"|""|1555294|17260839|"01-01-2008"|"Bestyrelsesmedlem"|106111
5000363|"Jan Gunnar Blomqvist"|"Bilia Personvogne"|"Bestyrelsespost"|""|1017831|19475204|"23-10-2003"|"Bestyrelsesmedlem"|106111
5000363|"Michael Brodersen"|"Bilia Personvogne"|"Direktionspost adm. dir"|""|1618758|19475204|"01-01-2011"|"Adm. Direktør"|106111
5000363|"Per Anders Avander"|"Bilia Personvogne"|"Bestyrelsespost formand"|""|1817581|19475204|"21-02-2011"|"Formand"|106111
5000363|"Denni Per Nielsen"|"Bilia Personvogne"|"Bestyrelsespost"|""|1892773|19475204|"26-05-2010"|"Bestyrelsesmedlem"|106111
5000363|"Michael Sølling Olsen"|"Bilia Personvogne"|"Bestyrelsespost"|""|1892774|19475204|"26-05-2010"|"Bestyrelsesmedlem"|106111
5000363|"Frode Hebnes"|"Bilia Personvogne"|"Bestyrelsespost"|""|1988452|19475204|"21-02-2011"|"Bestyrelsesmedlem"|106111
5000668|"Erling Bo Pedersen"|"BilletKontoret"|"Bestyrelsespost"|""|341842|13451532|"10-06-2004"|"Bestyrelsesmedlem"|106111
5000668|"Jesper Schou"|"BilletKontoret"|"Direktionspost Administrerende direktør"|""|446853|13451532|"28-10-1996"|"Adm. Direktør"|106111
5000668|"June Nielsen"|"BilletKontoret"|"Bestyrelsespost"|""|461922|13451532|"28-10-1996"|"Bestyrelsesmedlem"|106111
5000668|"Per Ove Kogut"|"BilletKontoret"|"Bestyrelsespost formand"|""|602328|13451532|"09-08-2006"|"Formand"|106111
5000668|"Kim Windfeld Carlsson"|"BilletKontoret"|"Bestyrelsespost"|""|1988345|13451532|"03-01-2011"|"Bestyrelsesmedlem"|106111
5000668|"Lene Rosell Guldmann"|"BilletKontoret"|"Bestyrelsespost"|""|1988346|13451532|"03-01-2011"|"Bestyrelsesmedlem"|106111
5000689|"Bent Bechmann"|"Billund Lufthavn"|"Bestyrelsespost"|""|270431|23343118|"12-01-2010"|"Bestyrelsesmedlem"|106111
5000689|"Bjarne Hansen"|"Billund Lufthavn"|"Bestyrelsespost formand"|""|286141|23343118|"13-05-2005"|"Formand"|106111
5000689|"Clas Nylandsted Andersen"|"Billund Lufthavn"|"Bestyrelsespost næstformand"|""|310566|23343118|"13-05-2005"|"Næstformand"|106111
5000689|"Grete Schmidt"|"Billund Lufthavn"|"Bestyrelsespost medarbejdervalgt"|""|368436|23343118|"25-05-2000"|"Medarbejderrepræsentant"|106111
5000689|"Ib Due Kristensen"|"Billund Lufthavn"|"Bestyrelsespost"|""|410236|23343118|"12-01-2010"|"Bestyrelsesmedlem"|106111
5000689|"Lars Thomsen"|"Billund Lufthavn"|"Bestyrelsespost medarbejdervalgt"|""|520887|23343118|"25-05-2000"|"Medarbejderrepræsentant"|106111
5000689|"Leif Skov"|"Billund Lufthavn"|"Bestyrelsespost"|""|526314|23343118|"26-04-2006"|"Bestyrelsesmedlem"|106111
5000689|"Arne Hansen Sigtenbjerggaard"|"Billund Lufthavn"|"Bestyrelsespost"|""|1048137|23343118|"12-01-2010"|"Bestyrelsesmedlem"|106111
5000689|"Thomas Kruse Banke"|"Billund Lufthavn"|"Bestyrelsespost"|""|1130452|23343118|"12-01-2010"|"Bestyrelsesmedlem"|106111
5000689|"Kjeld Zacho Jørgensen"|"Billund Lufthavn"|"Direktionspost adm. dir"|""|1551414|23343118|"15-06-2010"|"Adm. Direktør"|106111
5000689|"Kirsten Terkilsen"|"Billund Lufthavn"|"Bestyrelsespost"|""|1685345|23343118|"03-12-2010"|"Bestyrelsesmedlem"|106111
5000689|"Robert Aakjær Mortensen"|"Billund Lufthavn"|"Bestyrelsespost"|""|1744935|23343118|"16-04-2009"|"Bestyrelsesmedlem"|106111
5000689|"Michael Christian Thøgersen"|"Billund Lufthavn"|"Bestyrelsespost"|""|1744936|23343118|"16-04-2009"|"Bestyrelsesmedlem"|106111
5000909|"Inga Birgitte Thygesen"|"Biogen Idec Manufact."|"Bestyrelsespost formand"|""|412748|26060702|"31-12-2010"|"Formand"|106111
5000909|"John Cox"|"Biogen Idec Manufact."|"Bestyrelsespost"|""|1995246|26060702|"30-12-2010"|"Bestyrelsesmedlem"|106111
5000909|"Esther Maria Alegria"|"Biogen Idec Manufact."|"Bestyrelsespost"|""|17121169|26060702|"28-11-2011"|"Bestyrelsesmedlem"|106111
5000540|"Egil Bodd"|"Bisca"|"Bestyrelsespost formand"|""|323405|27702279|"13-05-2011"|"Formand"|106111
5000540|"Jan Bodd"|"Bisca"|"Bestyrelsespost"|""|423625|27702279|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Thorleif Krarup"|"Bisca"|"Bestyrelsespost"|""|671812|27702279|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Bjarne Pedersen"|"Bisca"|"Bestyrelsespost Medarbejdervalgt"|""|979226|27702279|"21-04-2004"|"Medarbejderrepræsentant"|106111
5000540|"Kurt Rene Bonde Hemmingsen"|"Bisca"|"Bestyrelsespost Medarbejdervalgt"|""|1451467|27702279|"30-05-2007"|"Medarbejderrepræsentant"|106111
5000540|"Michael Budtz Berthelsen"|"Bisca"|"Direktionspost"|""|1451469|27702279|"30-05-2007"|"Direktionspost"|106111
5000540|"Lance Lloyd Hirth"|"Bisca"|"Bestyrelsespost"|""|7360300|27702279|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Robert Edward Jahn"|"Bisca"|"Bestyrelsespost"|""|7360301|27702279|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Andreas Mørk"|"Bisca"|"Bestyrelsespost"|""|7360302|27702279|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Stig Terje Sunde"|"Bisca"|"Bestyrelsespost"|""|7360303|27702279|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Andrew Seth Weinberg"|"Bisca"|"Bestyrelsespost"|""|7360304|27702279|"13-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Karina Knørr Kristiansen"|"Bisca"|"Bestyrelsespost"|""|7366573|27702279|"26-05-2011"|"Bestyrelsesmedlem"|106111
5000540|"Nathalie Charlotte Boyschau Jouglas Petersen"|"Bisca"|"Bestyrelsespost"|""|7366574|27702279|"26-05-2011"|"Bestyrelsesmedlem"|106111
5000818|"Birgitte Nielsen"|"Bjarne Nielsen Herning"|"Bestyrelsespost"|""|282522|31943140|"23-01-2009"|"Bestyrelsesmedlem"|106111
5000818|"Bjarne Nielsen"|"Bjarne Nielsen Herning"|"Direktionspost"|""|287171|31943140|"23-01-2009"|"Direktionspost"|106111
5000818|"Søren Thygesen"|"Bjarne Nielsen Herning"|"Bestyrelsespost formand"|""|665073|31943140|"23-01-2009"|"Formand"|106111
5000833|"Jørgen Kjær Jacobsen"|"BKI Foods"|"Bestyrelsespost"|""|468815|56312412|"27-05-2002"|"Bestyrelsesmedlem"|106111
5000833|"Karen Skott Mathiesen"|"BKI Foods"|"Bestyrelsespost"|""|481925|56312412|"15-08-1990"|"Bestyrelsesmedlem"|106111
5000833|"Karl Skott Mathiesen"|"BKI Foods"|"Direktionspost"|""|485304|56312412|"16-12-1986"|"Direktionspost"|106111
5000833|"Kirsten Skott Mathiesen"|"BKI Foods"|"Bestyrelsespost"|""|497613|56312412|"16-12-1986"|"Bestyrelsesmedlem"|106111
5000833|"Knud Timm-Andersen"|"BKI Foods"|"Bestyrelsespost"|""|506706|56312412|"16-12-1986"|"Bestyrelsesmedlem"|106111
5000833|"Poul Halfdan Lauritsen"|"BKI Foods"|"Bestyrelsespost formand"|""|619890|56312412|"16-12-1986"|"Formand"|106111
5000833|"Poul Henning Zacho"|"BKI Foods"|"Direktionspost Adm Dir"|""|620286|56312412|"21-06-1994"|"Adm. Direktør"|106111
5000543|"Dines Bredal Schmidt Nielsen"|"Bladt Industries"|"Bestyrelsespost"|""|318533|14818480|"20-09-2001"|"Bestyrelsesmedlem"|106111
5000543|"Flemming Viskum"|"Bladt Industries"|"Bestyrelsespost"|""|355749|14818480|"31-05-2005"|"Bestyrelsesmedlem"|106111
5000543|"Kaj Taidal"|"Bladt Industries"|"Bestyrelsespost formand"|""|479925|14818480|"31-05-2005"|"Formand"|106111
5000543|"Lars Blavnsfeldt"|"Bladt Industries"|"Bestyrelsespost"|""|514391|14818480|"18-12-2007"|"Bestyrelsesmedlem"|106111
5000543|"Kristian Kærsgaard"|"Bladt Industries"|"Bestyrelsespost"|""|1029825|14818480|"16-09-2003"|"Bestyrelsesmedlem"|106111
5000543|"Peter Rindebæk Andersen"|"Bladt Industries"|"Direktionspost adm. dir"|""|1131353|14818480|"01-01-2005"|"Adm. Direktør"|106111
5000543|"Ole Springby"|"Bladt Industries"|"Bestyrelsespost"|""|1711098|14818480|"28-02-2009"|"Bestyrelsesmedlem"|106111
5000862|"Søren Heilmann"|"Blockbuster Video"|"Direktionspost adm. dir"|""|1368317|13638632|"01-11-2006"|"Adm. Direktør"|106111
5000862|"Martin Anthony Higgins"|"Blockbuster Video"|"Bestyrelsespost formand"|""|1380593|13638632|"14-11-2006"|"Formand"|106111
5000862|"Gerard Butler"|"Blockbuster Video"|"Bestyrelsespost"|""|1380594|13638632|"14-11-2006"|"Bestyrelsesmedlem"|106111
5000765|"Allan Vahlun Junge Pedersen"|"Blue Water"|"Direktionspost direktør"|""|244854|30584066|"09-01-2008"|"Direktionspost"|106111
5000765|"Jørgen Meyer"|"Blue Water"|"Bestyrelsespost"|""|470097|30584066|"30-09-2008"|"Bestyrelsesmedlem"|106111
5000765|"Kurt Skov"|"Blue Water"|"Direktionspost adm. dir"|""|512517|30584066|"09-01-2008"|"Adm. Direktør"|106111
5000765|"Niels Stie Kaalund"|"Blue Water"|"Bestyrelsespost formand"|""|574582|30584066|"09-01-2008"|"Formand"|106111
5000765|"Preben Møller Nielsen"|"Blue Water"|"Bestyrelsespost"|""|626523|30584066|"18-08-2009"|"Bestyrelsesmedlem"|106111
5000855|"Per Thanning Johansen"|"Blücher Metal"|"Direktionspost adm. dir"|""|1016774|49260016|"11-08-2011"|"Adm. Direktør"|106111
5000855|"Jens Erik Jensen"|"Blücher Metal"|"Bestyrelsespost"|""|1158700|49260016|"21-06-2005"|"Bestyrelsesmedlem"|106111
5000855|"John Dennis Cawte"|"Blücher Metal"|"Bestyrelsespost formand"|""|1579312|49260016|"24-03-2010"|"Formand"|106111
5000855|"Henning Aagaard Rasmussen"|"Blücher Metal"|"Bestyrelsespost"|""|1753461|49260016|"27-05-2009"|"Bestyrelsesmedlem"|106111
