"ORG_ID"|"NAVN"|"ORG_NAVN"|"POSITION"|"BESKRIVELSE"|"id"
1000953|"Leif Rørbøl"|"Foreningen Industriel Retsbeskyttelse (bestyrelse)"|""|"Leif Rørbøl, Valgt af ADIPA"|2103
1000983|"Leif Salomonsen"|"Danske Planteskoler - Sektion 2 - Produktion af planter til detailmarkedet (bestyrelse)"|""|"Leif Salomonsen, Repræsentant i DPF's Markedsføringsudvalg"|2104
1000140|"Leif Stiholt"|"DI (Udvalg for Transport og infrastruktur)"|""|"Leif Stiholt Adm. direktør Im. Stiholt A/S"|2105
1001012|"Leif Vestergaard"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Leif Vestergaard, EG A/S  lv@eg.dk"|2106
1000153|"Leif Wilson Laustsen"|"Danske Slagtermestre, DSM (Bestyrelse)"|"Formand"|"Leif Wilson Laustsen, Formand"|2107
1000738|"Lena Haugaard"|"Producentforeningen (bestyrelse)"|""|"Lena Haugaard, Repræsenterer spillefilm (suppleant)"|2108
1001002|"Lene Dybdal Reimer"|"DANSK IT (HR)"|""|"Lene Dybdal Reimer, Senior Manager, Performance & Strategy, IT, DONG Energy"|2109
1000835|"Lene Hartmann"|"Byggesocietetet (Miljøudvalget )"|""|"Lene Hartmann, Furesø Kommune, Natur og Miljø"|2110
1000850|"Lene Havtorn"|"Landbrug & Fødevarer (Uddannelsesudvalget)"|""|"Lene Havtorn,"|2111
1000832|"Lene Helbo"|"Byggesocietetet (Bygherreudvalget )"|"Formand"|"Lene Helbo, Aberdeen Asset Management Denmark, formand"|2112
1000137|"Lene Nielsen"|"DI (Udvalg for Skattepolitik)"|"Sekretær"|"Lene Nielsen Juridisk konsulent (Sekretær) DI"|2113
1000818|"Lene Pedersen"|"Dansk Ejendomsmæglerforening (medlemsråd)"|""|"Lene Pedersen, 2. kreds"|2114
1000757|"Lene Ravnholt"|"Foreningen af Rådgivende Ingeniører, F.R.I (Aftaleudvalget)"|""|"Lene Ravnholt, NIRAS"|2115
1000137|"Lene Skole"|"DI (Udvalg for Skattepolitik)"|""|"Lene Skole Vicedirektør Coloplast A/S"|2116
1000932|"Lene Smith"|"Indsamlingsorganisationernes Brancheorganisation - ISOBRO (bestyrelse)"|""|"Lene Smith, afdelingsleder, Danmarks Naturfredningsforening"|2117
1000933|"Lene Smith"|"Indsamlingsorganisationernes Brancheorganisation - ISOBRO (forretningsudvalg)"|""|"Lene Smith, afdelingsleder, Danmarks Naturfredningsforening"|2117
1000849|"Leo Christiansen"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Leo Christiansen,"|2118
1000907|"Leo Jensen"|"Dansk Transport og Logistik - DTL (bestyrelse)"|""|"Leo Jensen, vognmand Vognmandsforretningen Leo Jensen, Korshøj 13, 3600 Frederikssund"|2119
1000113|"Leo Nielsen"|"Grafisk Arbejdsgiverforening (Repræsentantskab)"|""|"Bogtrykker Leo Nielsen Odense Seglmærke A/S, Odense"|2120
1000774|"Leon Svejgaard Pedersen"|"Den Danske Finansanalytikerforening (DDF) (Uddannelsesudvalget)"|""|"Leon Svejgaard Pedersen, CFA, Nordea Investment Management"|2121
1000143|"Lilian Bech"|"Danske Malermestre (Direktion)"|""|"Lilian Bech Afdelingschef Maleteknisk afdeling"|2122
1000893|"Lilja Snorradottir"|"Dansk Håndbold Forbund (Uddannelsesudvalg, bredde)"|""|"Lilja Snorradottir , Skippervænget 92, 6710 Esbjerg V"|2123
1000802|"Linda Heath"|"Børsmæglerforeningen (Complianceudvalget)"|""|"Linda Heath , Compliance Officer Jyske Bank"|2124
1000908|"Lindhardt Jensen"|"Dansk Travsports Centralforbund (bestyrelse)"|""|"Lindhardt Jensen,"|2125
1000842|"Lindhart Nielsen"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Lindhart Nielsen,"|2126
1000869|"Line Rix"|"Danish Design Association (bestyrelse)"|""|"Line Rix, 1508 A/S,"|2127
1000834|"Line Røtting Dornan"|"Byggesocietetet (Lejeudvalget )"|"Formand"|"Line Røtting Dornan, NCC Property Development A/S, formand"|2128
1000883|"Line Salette"|"Dansk Fitness og Helseorganisation – DFHO (bestyrelse)"|""|"Line Salette, Salgs og marketingdirektør Fitness.dk"|2129
1000878|"Lis Bilde"|"Dansk Detail (bestyrelse)"|""|"Lis Bilde, Gardinlis, Randers"|2130
1001080|"Lis Hornø"|"Danske Specialmedier (bestyrelse)"|""|"Lis Hornø, Tænk"|2131
1000913|"Lisa Bo Larsen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Juridisk Udvalg)"|""|"Lisa Bo Larsen, partner Kromann Reumert"|2132
1000967|"Lisa Kirch Jensen"|"Dansk Energi – Elhandel (bestyrelse)"|""|"Lisa Kirch Jensen, ELRO Handel A/S, medlem"|2133
1001047|"Lisbeth Adrian"|"Dansk Vand- og Spildevandsforening (DANVA) (Spildevandskomité)"|""|"Lisbeth Adrian, Esbjerg Forsyning"|2134
1000784|"Lisbeth Dalgaard"|"De Samvirkende Købmænd DSK (bestyrelse)"|""|"Lisbeth Dalgaard, Formand, Købmand SuperBest"|2135
1000785|"Lisbeth Dalgaard"|"De Samvirkende Købmænd DSK (forretningsudvalg)"|""|"Lisbeth Dalgaard, Formand, Købmand SuperBest"|2135
1000857|"Lisbeth Dalgaard"|"Dansk Erhverv (bestyrelse)"|""|"Lisbeth Dalgaard, Købmand SuperBest, Forretningsudvalgsmedlem"|2135
1000858|"Lisbeth Dalgaard"|"Dansk Erhverv (Forretningsudvalg)"|""|"Lisbeth Dalgaard, Købmand SuperBest, Forretningsudvalgsmedlem"|2135
1000828|"Lisbeth Hjulmand"|"Byggesocietetet (Netværksgruppe6 i Aalborg)"|""|"Lisbeth Hjulmand, Danske Bank"|2136
1000689|"Lisbeth Knudsen"|"Danske Dagblades Forening (Bestyrelse)"|"Næstformand"|"Lisbeth Knudsen, Ansvh. chefredaktør og koncernchef, Næstformand"|2137
1001082|"Lisbeth Knudsen"|"Danske Specialmedier (Anders Bording Prisens komité)"|"Formand"|"Lisbeth Knudsen, Berlingske Media, Formand"|2137
1000945|"Lisbeth Wirgowitsch"|"Public Relations Branchen (bestyrelse)"|""|"Lisbeth Wirgowitsch, KommunikationsGruppen as , Bestyrelsesmedlem"|2138
1000948|"Lise-Lotte Helms-Olesen"|"HORESTA (Bestyrelse)"|""|"Lise-Lotte Helms-Olesen, McDonalds Falkoner Allé 20, 2000 Frederiksberg"|2139
1000949|"Lise-Lotte Helms-Olesen"|"HORESTA arbejdsgiverforening (Bestyrelse)"|""|"Lise-Lotte Helms-Olesen, McDonalds Falkoner Allé 20, 2000 Frederiksberg"|2139
1001065|"Lise Bøgelund"|"InvesteringsForeningsRådet (Juridisk udvalg)"|""|"Lise Bøgelund, Sparinvest"|2140
1000738|"Lise Lense Møller"|"Producentforeningen (bestyrelse)"|""|"Lise Lense Møller, Repræsenterer kort- og dokumentarfilm"|2141
1001046|"Liselotte Jensen"|"Dansk Vand- og Spildevandsforening (DANVA) (Afløbskomitè)"|""|"Liselotte Jensen, Vandcenter Syd, Odense"|2142
1000928|"Liv Kvaale"|"Branchenetværk for fødevarer til Medicinske Formål – FMF"|""|"Liv Kvaale, Salgs- og marketingchef, Fresenius Kabi"|2143
1000722|"Liv Lyskjær"|"Bygherreforeningen (Energi og Miljø)"|""|"Liv Lyskjær, Bygningsstyrelsen"|2144
1001050|"Lizette Risgaard"|"AE - Arbejderbevægelsens Erhvervsråd (bestyrelse)"|""|"Lizette Risgaard, LO (www.lo.dk)"|2145
1001051|"Lizette Risgaard"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Lizette Risgaard, LO (www.lo.dk)"|2145
1000703|"Lone Andersen"|"Hedeselskabet (repræsentantskabet)"|""|"Lone Andersen, Region Midtjylland"|2146
1000842|"Lone Andersen"|"Landbrug & Fødevarer (Primaer-bestyrelse)"|""|"Lone Andersen,"|2146
1000844|"Lone Andersen"|"Landbrug & Fødevarer (Familielandbrugssektionen – bestyrelse)"|""|"Lone Andersen,"|2146
1000978|"Lone Anna Appelquist Carlson"|"Hjemkundskabslærerforeningen (hovedstyrelse)"|""|"Lone Anna Appelquist Carlson, kasserer"|2147
1000818|"Lone Bøegh Henriksen"|"Dansk Ejendomsmæglerforening (medlemsråd)"|""|"Lone Bøegh Henriksen, bestyrelsesmedlem	"|2148
1000821|"Lone Bøegh Henriksen"|"Dansk Ejendomsmæglerforening (bestyrelse)"|""|"Lone Bøegh Henriksen, Statsaut. ejendomsmægler & valuar home Kgs. Lyngby/Virum, Bestyrelsesmedlem"|2148
1000874|"Lone Fergadis"|"Danmarks Restauranter og Cafeer – DRC (bestyrelse)"|""|"Lone Fergadis, Cafe Zorba"|2149
1000126|"Lone Folmer Berthelsen"|"DI (Udvalg for Erhvervsuddannelse)"|"Sekretær"|"Lone Folmer Berthelsen Erhvervsuddannelseschef (Sekretær) DI"|2150
1000808|"Lone Hertz"|"Forsikringsmæglerforeningen i Danmark (bestyrelse)"|""|"Lone Hertz,"|2151
1000849|"Lone Rosenkvist-Jensen"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Lone Rosenkvist-Jensen,"|2152
1000840|"Lone Saaby"|"Landbrug & Fødevarer (ledelse)"|""|"Lone Saaby, Erhvervspolitisk direktør"|2153
1000710|"Lone Wiggers"|"Danske Arkitektvirksomheder (Bæredygtighedsudvalget)"|""|"Lone Wiggers, Arkitektektfirmaet C. F. Møller"|2154
1001022|"Lonnie Rubino"|"IT-Brancheforeningen (Uddannelses- og innovationsudvalget)"|""|"Lonnie Rubino, KMD A/S  lru@kmd.dk"|2155
1000157|"Lorenz Hansen"|"Slagteriernes Arbejdsgiverforeninger (Bestyrelse)"|""|"Lorenz Hansen Direktør Danish Crown A/S"|2156
1000993|"Lorenz Hansen"|"Kødbranchens Fællesråd (bestyrelse)"|""|"Lorenz Hansen, Danish Crown"|2156
1000878|"Lotte Gjesing"|"Dansk Detail (bestyrelse)"|""|"Lotte Gjesing, Lady, Give"|2157
1001012|"Lotte Hjort"|"IT-Brancheforeningen (hovedbestyrelse)"|""|"Lotte Hjort, KMD A/S  loh@kmd.dk"|2158
1001015|"Lotte Hjort"|"IT-Brancheforeningen (ITB Regional Udvalget)"|""|"Lotte Hjort, KMD A/S  loh@kmd.dk"|2158
1001014|"Lotte Jensen"|"IT-Brancheforeningen (Business development styregruppe)"|""|"Lotte Jensen,  loj@itb.dk"|2159
1000760|"Lotte Lind"|"Foreningen af Rådgivende Ingeniører, F.R.I (Young Professionals)"|""|"Lotte Lind, Atkins Danmark (Formand YP-Jylland)"|2160
1000885|"Lotte Madsen"|"Dansk Forening for Rosport (bestyrelsen)"|""|"Lotte Madsen, Holte Roklub. Valgt for 2 år., Bestyrelsesmedlem"|2161
1001062|"Lotte Pia Mollerup"|"InvesteringsForeningsRådet (Bestyrelse)"|"Underdirektør"|"Lotte Pia Mollerup, Underdirektør"|2162
1001065|"Lotte Pia Mollerup"|"InvesteringsForeningsRådet (Juridisk udvalg)"|""|"Lotte Mollerup, Sekretariatet"|2162
1001066|"Lotte Pia Mollerup"|"InvesteringsForeningsRådet (Investeringsudvalget)"|""|"Lotte Pia Mollerup, Sekretariatet"|2162
1000787|"Louis Lindholm"|"Danmarks Kartoffel Råd"|""|"Louis Lindholm, Post Danmark, Områdedirektør"|2163
1000763|"Louise Feilberg Levy"|"Medicoindustrien (bestyrelse)"|""|"Louise Feilberg Levy, Public Affairs Manager Coloplast A/S, Bestyrelsesmedlem"|2164
1000159|"Louise Foldager"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Juridisk chef Louise Foldager Købstædernes Forsikring"|2165
1001059|"Louise Mørk"|"FSR - danske revisorer (bestyrelse)"|""|"Louise Mørk, Cand.merc.aud."|2166
1000737|"Luis Bernat"|"Danmarks Skibsmæglerforening (bestyrelse)"|""|"Luis Bernat, Holger Kristiansens Eftf. A/S, Nykøbing F."|2167
1000922|"Luisa Gorgone"|"Danske Møbelhandlere (bestyrelse)"|"Direktør"|"Luisa Gorgone, Direktør"|2168
1000113|"Lykke Trusbak"|"Grafisk Arbejdsgiverforening (Repræsentantskab)"|""|"Partner Lykke Trusbak Ganket A/S, Dragør"|2169
1000114|"Lykke Trusbak"|"Grafisk Arbejdsgiverforening (Bestyrelse)"|""|"Lykke Trusbak Ganket A/S Dragør"|2169
1000849|"Lynge Pedersen"|"Landbrug & Fødevarer (Danske Deltidslandmænd – Udvalget)"|""|"Lynge Pedersen,"|2170
1000159|"Lynge Thang"|"Finanssektorens Arbejdsgiverforening (Repræsentantskab)"|""|"Adm. direktør Lynge Thang Jørgensen Sparekassen Lolland A/S"|2171
1001017|"Madeleine Bergrahm"|"IT-Brancheforeningen (Miljøudvalget)"|""|"Madeleine Bergrahm, Hewlett-Packard ApS  madeleine.bergrahm@hp.com"|2172
1000760|"Mads-Peter Hansen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Young Professionals)"|""|"Mads-Peter Hansen, NIRAS"|2173
1000946|"Mads Blücher"|"Rytmisk Musik København - RUSK (bestyrelse)"|""|"Mads Blücher,"|2174
1000953|"Mads Bryde Andersen"|"Foreningen Industriel Retsbeskyttelse (bestyrelse)"|""|"Mads Bryde Andersen, Valgt 2008"|2175
1000914|"Mads Ditlevsen"|"Dansk Venture- og Kapitalfondsforening - DVCA (Private Equity Udvalg)"|""|"Mads Ditlevsen, director EQT Partners"|2176
1000772|"Mads Jensen"|"Den Danske Finansanalytikerforening (DDF) (Private Banking udvalget)"|"Formand"|"Mads Jensen, CFA, formand"|2177
1000869|"Mads Kjøller Damkjær"|"Danish Design Association (bestyrelse)"|""|"Mads Kjøller Damkjær, Goodmorning Technology"|2178
1001047|"Mads Leth"|"Dansk Vand- og Spildevandsforening (DANVA) (Spildevandskomité)"|""|"Mads Leth, VandCenter Syd"|2179
1000862|"Mads Lisberg"|"Brancheforeningen for industriel automation (bestyrelse)"|""|"Mads Lisberg, EMCO Controls A/S"|2180
1001001|"Mads Lomholt"|"DANSK IT (Program- og projektledelse)"|""|"Mads Lomholt,  Senior Program Manager, Saxobank"|2181
1000973|"Mads Lorensen"|"Dansk Akvakultur (Havbrug)"|""|"Mads Lorensen,"|2182
1000801|"Mads Lyhne"|"Børsmæglerforeningen (Obligationsudvalget )"|""|"Mads Lyhne, Funktionschef Spar Nord Bank"|2183
1000966|"Mads Miltersen"|"Dansk Energi – Produktion (bestyrelse)"|""|"Mads Miltersen, EnergiMidt A.m.b.A., medlem"|2184
1000991|"Mads Nielsen"|"Hanstholm Fiskeriforening (bestyrelse)"|""|"Mads Nielsen,"|2185
1000119|"Mads Pinnerup"|"DI (Udvalg for design)"|""|"Mads Pinnerup Vice President, Business Administration Danfoss A/S"|2186
1000833|"Mads Rue"|"Byggesocietetet (By- og planudvalget )"|""|"Mads Rue, Greve Kommune"|2187
1000751|"Mads Søndergaard"|"Foreningen af Rådgivende Ingeniører, F.R.I (Bestyrelse)"|""|"Mads Søndergaard, NIRAS, A/S, Valgt i 2011"|2188
1000946|"Mads Tamborg"|"Rytmisk Musik København - RUSK (bestyrelse)"|"Formand"|"Mads Tamborg, Bestyrelsesformand"|2189
3000054|"Mads Vad Kristensen"|"Foreningen af danske interaktive medier (bestyrelse)"|""|"Mads Vad Kristensen, Berlingske Media"|2190
1000936|"Mads Warming"|"Jobrådgivernes Brancheforening (dokumentationsudvalget)"|""|"Mads Warming, Alecto"|2191
1000807|"Magne Bisgaard"|"Fjerkræafgiftsfonden (bestyrelse)"|""|"Magne Bisgaard, Professor Institut for Veterinær Patobiologi/ Laboratorium for Bakteriologi m.fl. KVL"|2192
1001087|"Magni Arge"|"Erhvervsflyvningens Sammenslutning (ES) (Board)"|""|"Magni Arge, Atlantic Airways P/F, Board Member"|2193
1001051|"Magnus Heunicke"|"AE - Arbejderbevægelsens Erhvervsråd (Rådet)"|""|"Magnus Heunicke, (www.socialdemokraterne.dk)"|2194
1000703|"Mai Louise Agerskov"|"Hedeselskabet (repræsentantskabet)"|""|"Mai Louise Agerskov, Valgt af repræsentantskabet 	"|2195
1001082|"Maj Ribersgård"|"Danske Specialmedier (Anders Bording Prisens komité)"|""|"Maj Ribersgård, (Juryen for design)"|2196
1000957|"Maja Johansen"|"Danske Landskabsarkitekter (bestyrelse)"|""|"Maja Johansen, suppleant (2012-13)"|2197
1000838|"Majken Hammer Sløk"|"Byggesocietetet (Solenergiudvalget )"|""|"Majken Hammer Sløk, Realkredit Danmark A/S"|2198
1001020|"Malene Djurhuus"|"IT-Brancheforeningen (Udvalget for Sundheds IT)"|""|"Malene Djurhuus, CompuGroup Medical Denmark A/S  malene.djurhuus@cgm.com"|2199
1001062|"Malene Ehrenskjöld"|"InvesteringsForeningsRådet (Bestyrelse)"|""|"Malene Ehrenskjöld, Adm. direktør Nordea Invest"|2200
1001047|"Malene Staub"|"Dansk Vand- og Spildevandsforening (DANVA) (Spildevandskomité)"|""|"Malene Staub, Haderslev Forsyning"|2201
1000132|"Malene Østergård"|"DI (Udvalg for Miljø)"|""|"Malene Østergård CSR & Environment Director Danfoss A/S"|2202
1000713|"Malin Meyer"|"Danske Arkitektvirksomheder (internationale udvalgs netværksgruppe )"|""|"Malin Meyer, Danielsen Architecture A/S"|2203
1000834|"Malin Meyer"|"Byggesocietetet (Lejeudvalget )"|""|"Malin Meyer, Danielsen Architecture"|2203
1000777|"Marc Madsen"|"Den Danske Finansanalytikerforening (DDF) (Kvant-Netværket)"|""|"Marc Madsen, Global Evolution"|2204
1000150|"Marc Perera Christensen"|"LandsdelsOrkesterForeningen (Bestyrelse)"|""|"Aarhus Symfoniorkester Marc Perera Christensen Rådmand for Magistratsafdelingen for Kultur og Borgerservice, Århus Kommune"|2205
1000710|"Marc Wilson"|"Danske Arkitektvirksomheder (Bæredygtighedsudvalget)"|""|"Marc Wilson, ag5 architects"|2206
1000713|"Marc Wilson"|"Danske Arkitektvirksomheder (internationale udvalgs netværksgruppe )"|""|"Marc Wilson, ag5"|2206
1000831|"Margit Birk Andersen"|"Byggesocietetet (Boligudvalget )"|""|"Margit Birk Andersen, Direktør"|2207
1000832|"Margit Birk Andersen"|"Byggesocietetet (Bygherreudvalget )"|""|"Margit Birk Andersen, Direktør"|2207
1001007|"Margit Nicolajsen"|"Foreningen af Interne Revisorer (Sektor: Finansielle)"|""|"Margit Nicolajsen, Revisionschef Spar Nord"|2208
1001065|"Maria Birkvad"|"InvesteringsForeningsRådet (Juridisk udvalg)"|""|"Maria Birkvad, Sekretariatet"|2209
1000835|"Maria Engraff"|"Byggesocietetet (Miljøudvalget )"|""|"Maria Engraff, Orbicon A/S"|2210
1001036|"Maria Haag Petræus"|"Danske Speditører (Fagudvalg Uddannelse)"|""|"Maria Haag Petræus, Schenker A/S"|2211
1001020|"Maria Qvortrup Kjær"|"IT-Brancheforeningen (Udvalget for Sundheds IT)"|""|"Maria Qvortrup Kjær, iHedge A/S  mariak@ihedge.dk"|2212
1000830|"Marian Fruergaard"|"Byggesocietetet (Netværksgruppe9 i Aalborg)"|""|"Marian Fruergaard, Nielsen & Christensen"|2213
1000161|"Mariane Dissing"|"Finanssektorens Arbejdsgiverforening (Direktion)"|""|"Underdirektør Mariane Dissing"|2214
1000818|"Mariann Trolledahl"|"Dansk Ejendomsmæglerforening (medlemsråd)"|""|"Mariann Trolledahl, 1. kreds"|2215
1000787|"Marianne Christensen"|"Danmarks Kartoffel Råd"|""|"Marianne Christensen, Stormgård Vildmose Kartofler samt koordinator Vildmose Kartoffelfestival,"|2216
1000834|"Marianne Due"|"Byggesocietetet (Lejeudvalget )"|""|"Marianne Due, Realkredit Danmark A/S"|2217
1001082|"Marianne Gram"|"Danske Specialmedier (Anders Bording Prisens komité)"|""|"Marianne Gram, (Medie- og Journalistprisen)"|2218
1001084|"Marianne Johansen"|"Patentagentforeningen ADIPA (bestyrelse)"|""|"Marianne Johansen,"|2219
1000942|"Marianne Petersen"|"Materialistforeningen (bestyrelse)"|""|"Marianne Petersen, kasserer"|2220
1000820|"Marianne Risum"|"Dansk Ejendomsmæglerforening (økonomiråd)"|""|"Marianne Risum, 4 kreds"|2221
1000764|"Marianne Settnes"|"Den danske Fondsmæglerforening (bestyrelse)"|""|"Marianne Settnes, Formand, Fondsmæglerselskabet Maj Invest A/S"|2222
1000779|"Marianne Settnes"|"Den Danske Finansanalytikerforening (DDF) (Investment and Securities Law Netværket)"|""|"Marianne Settnes, Maj Invest"|2222
1000913|"Marianne Settnes"|"Dansk Venture- og Kapitalfondsforening - DVCA (Juridisk Udvalg)"|""|"Marianne Settnes, advokat MAJ Invest"|2222
1000811|"Marianne Steen"|"Dansk Iværksætter Forening (bestyrelse)"|""|"Marianne Steen, Seeder og vækster, Bestyrelsemedlem"|2223
1000723|"Marianne Vejen Hansen"|"Bygherreforeningen (Kvalitet og Proces)"|""|"Marianne Vejen Hansen, KU Campus Plan & Byg"|2224
1000137|"Marianne Wiinholt"|"DI (Udvalg for Skattepolitik)"|""|"Marianne Wiinholt Senior Vice President - Corporate Finance DONG Energy A/S"|2225
1000957|"Marie Damsgaard"|"Danske Landskabsarkitekter (bestyrelse)"|""|"Marie Damsgaard, studenterrepræsentant (2011-13) Henriette van Deurs pt. suppleant"|2226
1000758|"Marie Gad"|"Foreningen af Rådgivende Ingeniører, F.R.I (Internationalt markedsudvalg)"|""|"Marie Gad, DI (Observatør)"|2227
1000740|"Marie Louise Friderichsen"|"Dansk Skovforening (bestyrelse)"|""|"Marie Louise Friderichsen, Ejer af Allingkloster Skov 		"|2228
1000941|"Marie Louise Thorstense"|"Legetøjsbranchens Fællesråd - LF (bestyrelse)"|"Sekretariatsleder"|"Marie Louise Thorstense, sekretariatsleder"|2229
1000758|"Marina Buch Kristensen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Internationalt markedsudvalg)"|""|"Marina Buch Kristensen, NCG"|2230
1000776|"Marit Gjervan"|"Den Danske Finansanalytikerforening (DDF) (Netværk for Finansiel Kommunikation)"|""|"Marit Gjervan, Danske Capital"|2231
1000826|"Marius Møller"|"Byggesocietetet (Netværksgruppe3 i København)"|""|"Marius Møller, NCC Property Development A/S"|2232
1001016|"Mark Ostersen"|"IT-Brancheforeningen (Juridisk udvalg)"|""|"Mark Ostersen, KMD A/S  msv@kmd.dk"|2233
1000721|"Markus Lampe"|"Bygherreforeningen (Digitalisering)"|""|"Markus Lampe, DTU CampusService"|2234
1000880|"Marlén Sandvik"|"Dansk Erhvervssammenslutning – DESA (bestyrelse)"|"Sekretariatsleder"|"Marlén Sandvik, Sekretariatsleder"|2235
1000921|"Marlén Sandvik"|"Danske Kæder (bestyrelse)"|"Sekretariatschef"|"Marlén Sandvik, Sekretariatschef"|2235
1000961|"Marlene W. Plas"|"Danske Advokater (bestyrelse)"|""|"Marlene W. Plas, Lett Advokatfirma"|2236
1001077|"Martin Arvad"|"KMC (Board of Directors)"|""|"Martin Arvad, farmer, Secretary, Chairman 2008-2012, Member of the board since 2000"|2237
1000967|"Martin Bay Michelsen"|"Dansk Energi – Elhandel (bestyrelse)"|""|"Martin Bay Michelsen, E.ON Danmark A/S, medlem"|2238
1000775|"Martin Bjørn Jensen"|"Den Danske Finansanalytikerforening (DDF) (Forum for Performancemåling)"|""|"Martin Bjørn Jensen, CFA, Danske Capital"|2239
1001020|"Martin Broch Pedersen"|"IT-Brancheforeningen (Udvalget for Sundheds IT)"|""|"Martin Broch Pedersen, Logica Danmark A/S  martin.broch.pedersen@logica.com"|2240
1000829|"Martin Busk"|"Byggesocietetet (Netværksgruppe7 i Århus)"|""|"Martin Busk, Bricks A/S"|2241
1000857|"Martin Danielsen"|"Dansk Erhverv (bestyrelse)"|""|"Martin Danielsen, Peter Danielsen Transport A/S"|2242
1000907|"Martin Danielsen"|"Dansk Transport og Logistik - DTL (bestyrelse)"|"Næstformand"|"Martin Danielsen, vognmand Peter Danielsen Transport A/S, Siskenvej 1, 5550 Langeskov, Næstformand"|2242
1000869|"Martin Delfer"|"Danish Design Association (bestyrelse)"|"Formand"|"Martin Delfer, (formand), Designit A/S"|2243
1000846|"Martin Daasbjerg"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|""|"Martin Daasbjerg, Dansk And , Valgt af andre medlemmer i denne producentafdeling	"|2244
1000918|"Martin Engels"|"Dansk Værktøjsmaskinforhandler Forening - DVF (bestyrelse)"|""|"Martin Engels, DMG Scandinavia DANMARK"|2245
1001004|"Martin Engen"|"Brancheorganisationen ForbrugerElektronik (BFE) (bestyrelse)"|""|"Martin Engen, Samsung		"|2246
1000767|"Martin Falk Leisner"|"Den Danske Finansanalytikerforening (DDF) (Aktieudvalget)"|""|"Martin Falk Leisner, formand, Dagbladet Børsen"|2247
1000780|"Martin Falk Leisner"|"Den Danske Finansanalytikerforening (DDF) (Risk Management Netværket)"|""|"Martin Falk Leisner, Børsen"|2247
1000111|"Martin Hansen"|"Benzin- og Oliebranchens Arbejdsgiverforening - BOA (Bestyrelse)"|""|"adm. direktør i Nitram Oil A/S"|2248
1000804|"Martin Hjort Jensen"|"Det Danske Fjerkræraad (bestyrelse)"|""|"Martin Hjort Jensen, Gårdejer"|2249
1000805|"Martin Hjort Jensen"|"Dansk Slagtefjerkræ (bestyrelse)"|""|"Martin Hjort Jensen, Gårdejer"|2249
1000846|"Martin Hjort Jensen"|"Landbrug & Fødevarer (Erhvervsfjerkræsektionen – bestyrelse)"|""|"Martin Hjort Jensen, Næstformand, Valgt af Danpo-leverandører"|2249
1001059|"Martin Høgh"|"FSR - danske revisorer (bestyrelse)"|""|"Martin Høgh, Registreret revisor"|2250
1000867|"Martin Jønsson"|"Brancheforeningen for Teambuilding og Ledertræning - BFTL (bestyrelse)"|""|"Martin Jønsson, Scandinavian Teambuilding ApS, Medlem"|2251
1001082|"Martin Jørgensen"|"Danske Specialmedier (Anders Bording Prisens komité)"|""|"Martin Jørgensen, (Juryen for digitale medier)"|2252
1000124|"Martin Kirstein Madsen"|"DI (Udvalg for Energi- og Klimapolitik)"|""|"Martin Kirstein Madsen Fabriksdirektør Danisco A/S"|2253
1000931|"Martin Kjær"|"International Chamber of Commerce Denmark (ICC-Denmark) (Trade finance forum)"|""|"Martin Kjær, Nørresundby Bank"|2254
1000866|"Martin Koch Pedersen"|"Brancheforeningen for Sundhed og Forebyggelse (BSF) (bestyrelse)"|"Sekretariatschef"|"Martin Koch Pedersen, Sekretariatschef"|2255
1001026|"Martin Larsen"|"Danske Designere (bestyrelse)"|""|"Martin Larsen, Industriel designer mDD"|2256
1000753|"Martin Ledgaard-Sørensen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Byggeriudvalget)"|""|"Martin Ledgaard-Sørensen, Orbicon (FRI - Young Professionals repræsentant)"|2257
1000760|"Martin Ledgaard-Sørensen"|"Foreningen af Rådgivende Ingeniører, F.R.I (Young Professionals)"|""|"Martin Ledgaard-Sørensen,Orbicon A/S"|2257
1000967|"Martin Lippert Lausen"|"Dansk Energi – Elhandel (bestyrelse)"|""|"Martin Lippert Lausen, Helia Energisalg A/S, medlem"|2258
1000870|"Martin Maric"|"Danmarks Fiskehandlere (bestyrelse)"|"Formand"|"Martin Maric, formand, Windsor Fisk, Peter Bangsvej 87, 2000 Frederiksberg"|2259
1000804|"Martin Merrild"|"Det Danske Fjerkræraad (bestyrelse)"|"Formand"|"Martin Merrild, formand, Gårdejer"|2260
1000805|"Martin Merrild"|"Dansk Slagtefjerkræ (bestyrelse)"|""|"Martin Merrild, Gårdejer"|2260
1000807|"Martin Merrild"|"Fjerkræafgiftsfonden (bestyrelse)"|""|"Martin Merrild, Gårdejer"|2260
